Store,Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Beverage_prep, Total Fat (g),Trans Fat (g) , Sodium (mg), Total Carbohydrates (g) , Dietary Fibre (g), Sugars (g), Protein (g) ,Vitamin A (% DV) ,Vitamin C (% DV), Calcium (% DV) ,Iron (% DV) ,Caffeine (mg)
Dunkin,Iced Tea,Iced Tea Unsweetened Blueberry Flavored - Medium,Medium,10,0,0,0,0,20,2,0,0,0,0,0,149,6,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Unsweetened Blueberry Flavored - Small,Small,5,0,0,0,0,15,1,0,0,0,0,0,99,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Unsweetened Raspberry Flavored - Large,Large,20,0,0,0,0,25,5,0,0,0,0,0,199,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Unsweetened Raspberry Flavored - Medium,Medium,15,0,0,0,0,20,4,0,0,0,0,0,149,6,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Iced Tea Unsweetened Raspberry Flavored - Small,Small,10,0,0,0,0,15,3,0,0,0,0,0,99,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea - Large,Large,310,0,0,0,0,25,79,0,78,78,0,0,206,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea - Medium,Medium,230,0,0,0,0,20,60,0,58,58,0,0,154,7,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea - Small,Small,150,0,0,0,0,15,40,0,39,39,0,0,103,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea Blueberry Flavored - Large,Large,330,0,0,0,0,30,86,0,81,81,0,0,224,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea Blueberry Flavored - Medium,Medium,250,0,0,0,0,20,64,0,60,60,0,0,167,7,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea Blueberry Flavored - Small,Small,170,0,0,0,0,15,43,0,40,40,0,0,112,5,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea Raspberry Flavored - Large,Large,330,0,0,0,0,30,86,0,81,81,0,0,224,10,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea Raspberry Flavored - Medium,Medium,250,0,0,0,0,20,65,0,60,60,0,0,167,7,0,,,,,,,,,,,,,
Dunkin,Iced Tea,Sweet Tea Raspberry Flavored - Small,Small,170,0,0,0,0,15,43,0,40,40,0,0,112,5,0,,,,,,,,,,,,,
Dunkin,Kolache - Regional,Kolache,1 Kolache,390,23,7,0,60,1020,31,1,7,6,15,0,197,86,1,,,,,,,,,,,,,
Dunkin,"Kosher Sandwiches and Wraps -
Regional",Kosher Grilled Cheese,1 Sandwich,420,23,12,0,55,840,36,0,3,2,17,1,146,326,2,,,,,,,,,,,,,
Dunkin,"Kosher Sandwiches and Wraps -
Regional",Kosher Grilled Cheese with Veggie Bacon,1 Sandwich,480,27,12,0,55,1060,38,0,3,2,19,1,162,334,3,,,,,,,,,,,,,
Dunkin,Muffins,Blueberry Muffin,1 Muffin,460,15,3,0,60,390,77,1,44,41,6,0,93,21,2,,,,,,,,,,,,,
Dunkin,Muffins,Chocolate Chip Muffin,1 Muffin,550,21,6,0,65,400,85,2,49,49,7,0,175,29,3,,,,,,,,,,,,,
Dunkin,Muffins,Coffee Cake Muffin,1 Muffin,590,24,8,0,65,370,88,2,51,50,7,0,101,36,3,,,,,,,,,,,,,
Dunkin,Muffins,Corn Muffin,1 Muffin,460,16,3,0,70,670,73,1,30,30,7,0,85,17,2,,,,,,,,,,,,,
Dunkin,Other Bakery - Regional,Biscuit,1 Biscuit,270,14,9,0,10,640,32,1,2,0,5,0,80,64,2,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Dunkin' Decaf K-Cup® Pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Dunkin' Midnight K-Cup® Pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,French Vanilla K-Cup® Pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Ground Dunkin Decaf Packaged Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Ground Dunkin' Midnight Packaged Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Ground French Vanilla Packaged Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Ground Hazelnut Packaged Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Ground Original Blend Packaged Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Original Blend K-Cup® Pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Coffee,Whole Bean Original Blend Packaged Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Tea,Bold Breakfast Black Packaged Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Tea,Chamomile Fields Herbal Infusion Packaged Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Tea,Cool Mint Herbal Infusion Packaged Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Tea,Harmony Leaf Green Packaged Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Packaged Tea,Hibiscus Kiss Herbal Infusion Packaged Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,"Packaged Tea - All varieties of our
tea and herbal infusion have no
nutritional significance.",Decaf Breakfast Black Packaged Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunkin,Sandwiches - Regional,"Biscuit, Bacon, Egg and Cheese",1 Sandwich,490,31,15,0,195,1210,35,1,3,1,17,1,233,181,3,,,,,,,,,,,,,
Dunkin,Sandwiches - Regional,Chicken Biscuit,1 Sandwich,460,22,11,0,45,1080,46,1,3,1,21,0,269,73,3,,,,,,,,,,,,,
Dunkin,Sandwiches - Regional,Chicken Croissant Sandwich,1 Sandwich,650,36,14,0,65,1240,55,2,9,8,28,3,335,116,3,,,,,,,,,,,,,
Dunkin,Sandwiches - Regional,Sausage Biscuit,1 Sandwich,490,34,16,0,45,1120,32,1,2,0,13,0,229,86,3,,,,,,,,,,,,,
Dunkin,Soft Serve,Extra Thick Shake - Chocolate,1 Size,650,20,13,0,75,400,108,2,94,74,15,2,1018,544,1,,,,,,,,,,,,,
Dunkin,Soft Serve,Extra Thick Shake - Coffee,1 Size,500,19,12,0,75,380,71,0,61,40,14,2,814,537,0,,,,,,,,,,,,,
Dunkin,Soft Serve,Extra Thick Shake - Vanilla,1 Size,500,19,12,0,75,380,70,0,61,40,14,2,758,536,0,,,,,,,,,,,,,
Dunkin,Soft Serve,Frozen Coffee Float,1 Size,380,15,9,0,55,200,57,0,51,43,6,0,729,230,1,,,,,,,,,,,,,
Dunkin,Soft Serve,M&M's® Mix-In,1 Serving,690,27,17,0,60,340,103,2,90,74,12,0,741,442,1,,,,,,,,,,,,,
Dunkin,Soft Serve,OREO® Mix-In,1 Serving,550,21,11,0,55,410,84,1,64,50,10,0,588,374,1,,,,,,,,,,,,,
Dunkin,Soft Serve,Soft Serve Cone,1 Cone,280,9,6,0,35,210,45,0,33,24,7,0,358,240,0,,,,,,,,,,,,,
Dunkin,Soft Serve,Strawberry Coolatta® Float,1 Size,450,12,8,0,50,260,79,0,71,50,8,0,481,324,0,,,,,,,,,,,,,
Starbucks,Coffee,Brewed Coffee,,3,,0.0,,0,,,,,,,,,,,Short,0.1,0.0,0.0,5.0,0.0,0.0,0.3,0%,0%,0%,0%,175
Starbucks,Coffee,Brewed Coffee,,4,,0.0,,0,,,,,,,,,,,Tall,0.1,0.0,0.0,10.0,0.0,0.0,0.5,0%,0%,0%,0%,260
Starbucks,Coffee,Brewed Coffee,,5,,0.0,,0,,,,,,,,,,,Grande,0.1,0.0,0.0,10.0,0.0,0.0,1.0,0%,0%,0%,0%,330
Starbucks,Coffee,Brewed Coffee,,5,,0.0,,0,,,,,,,,,,,Venti,0.1,0.0,0.0,10.0,0.0,0.0,1.0,0%,0%,2%,0%,410
Starbucks,Classic Espresso Drinks,Caffè Latte,,70,,0.0,,10,,,,,,,,,,,Short Nonfat Milk,0.1,0.1,5.0,75.0,0.0,9.0,6.0,10%,0%,20%,0%,75
Starbucks,Classic Espresso Drinks,Caffè Latte,,100,,0.1,,10,,,,,,,,,,,2% Milk,3.5,2.0,15.0,85.0,0.0,9.0,6.0,10%,0%,20%,0%,75
Starbucks,Classic Espresso Drinks,Caffè Latte,,70,,0.0,,6,,,,,,,,,,,Soymilk,2.5,0.4,0.0,65.0,1.0,4.0,5.0,6%,0%,20%,8%,75
Starbucks,Classic Espresso Drinks,Caffè Latte,,100,,0.0,,15,,,,,,,,,,,Tall Nonfat Milk,0.2,0.2,5.0,120.0,0.0,14.0,10.0,15%,0%,30%,0%,75
Starbucks,Classic Espresso Drinks,Caffè Latte,,150,,0.2,,15,,,,,,,,,,,2% Milk,6,3.0,25.0,135.0,0.0,14.0,10.0,15%,0%,30%,0%,75
Starbucks,Classic Espresso Drinks,Caffè Latte,,110,,0.0,,10,,,,,,,,,,,Soymilk,4.5,0.5,0.0,105.0,1.0,6.0,8.0,10%,0%,30%,15%,75
Starbucks,Classic Espresso Drinks,Caffè Latte,,130,,0.0,,19,,,,,,,,,,,Grande Nonfat Milk,0.3,0.2,5.0,150.0,0.0,18.0,13.0,20%,0%,40%,0%,150
Starbucks,Classic Espresso Drinks,Caffè Latte,,190,,0.2,,19,,,,,,,,,,,2% Milk,7,3.5,30.0,170.0,0.0,17.0,12.0,20%,2%,40%,0%,150
Starbucks,Classic Espresso Drinks,Caffè Latte,,150,,0.0,,13,,,,,,,,,,,Soymilk,5,0.5,0.0,130.0,1.0,8.0,10.0,15%,0%,40%,15%,150
Starbucks,Classic Espresso Drinks,Caffè Latte,,170,,0.0,,25,,,,,,,,,,,Venti Nonfat Milk,0.4,0.3,10.0,190.0,0.0,23.0,16.0,30%,0%,50%,0%,150
Starbucks,Classic Espresso Drinks,Caffè Latte,,240,,0.3,,24,,,,,,,,,,,2% Milk,9,4.5,35.0,220.0,0.0,22.0,16.0,25%,2%,50%,0%,150
Starbucks,Classic Espresso Drinks,Caffè Latte,,190,,0.0,,16,,,,,,,,,,,Soymilk,7,1.0,0.0,170.0,2.0,11.0,13.0,20%,0%,50%,25%,150
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,110,,0.0,,21,,,,,,,,,,,Short Nonfat Milk,1.5,1.0,5.0,60.0,1.0,17.0,7.0,8%,0%,15%,10%,85
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,130,,0.1,,21,,,,,,,,,,,2% Milk,4,2.0,10.0,70.0,1.0,17.0,6.0,8%,0%,15%,10%,85
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,110,,0.0,,19,,,,,,,,,,,Soymilk,3.5,1.0,0.0,55.0,2.0,13.0,6.0,6%,0%,15%,20%,85
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,170,,0.0,,32,,,,,,,,,,,Tall Nonfat Milk,2,1.0,5.0,100.0,1.0,27.0,10.0,15%,0%,25%,20%,95
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,200,,0.1,,32,,,,,,,,,,,2% Milk,6,3.5,20.0,115.0,1.0,26.0,10.0,15%,0%,25%,20%,95
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,180,,0.0,,28,,,,,,,,,,,Soymilk,5,1.5,0.0,85.0,2.0,20.0,9.0,10%,0%,25%,30%,95
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,220,,0.0,,43,,,,,,,,,,,Grande Nonfat Milk,2.5,1.5,5.0,125.0,2.0,34.0,13.0,20%,0%,35%,25%,175
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,260,,0.2,,42,,,,,,,,,,,2% Milk,8,4.5,25.0,140.0,2.0,34.0,13.0,15%,2%,35%,25%,175
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,230,,0.0,,37,,,,,,,,,,,Soymilk,7,2.0,0.0,105.0,3.0,26.0,11.0,10%,0%,35%,40%,175
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,280,,0.0,,54,,,,,,,,,,,Venti Nonfat Milk,3,2.0,10.0,160.0,2.0,44.0,17.0,25%,0%,45%,30%,180
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,340,,0.2,,53,,,,,,,,,,,2% Milk,11,6.0,30.0,180.0,2.0,43.0,17.0,20%,2%,45%,30%,180
Starbucks,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),,290,,0.0,,47,,,,,,,,,,,Soymilk,9,2.5,0.0,140.0,4.0,33.0,14.0,15%,0%,45%,50%,180
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,100,,0.0,,19,,,,,,,,,,,Short Nonfat Milk,0.1,0.1,5.0,70.0,0.0,18.0,6.0,10%,0%,20%,0%,75
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,130,,0.1,,18,,,,,,,,,,,2% Milk,3.5,1.5,15.0,80.0,0.0,17.0,6.0,10%,0%,20%,0%,75
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,110,,0.0,,16,,,,,,,,,,,Soymilk,2.5,0.3,0.0,60.0,1.0,13.0,5.0,6%,0%,20%,8%,75
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,150,,0.0,,28,,,,,,,,,,,Tall Nonfat Milk,0.2,0.1,5.0,110.0,0.0,27.0,9.0,15%,0%,30%,0%,75
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,200,,0.2,,28,,,,,,,,,,,2% Milk,5,2.5,20.0,125.0,0.0,27.0,9.0,15%,0%,30%,0%,75
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,160,,0.0,,23,,,,,,,,,,,Soymilk,4,0.5,0.0,95.0,1.0,20.0,7.0,10%,0%,30%,15%,75
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,200,,0.0,,37,,,,,,,,,,,Grande Nonfat Milk,0.3,0.2,5.0,140.0,0.0,35.0,12.0,20%,0%,35%,0%,150
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,250,,0.2,,37,,,,,,,,,,,2% Milk,6,3.5,25.0,150.0,0.0,35.0,12.0,20%,2%,35%,0%,150
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,210,,0.0,,31,,,,,,,,,,,Soymilk,5,0.5,0.0,120.0,1.0,26.0,9.0,10%,0%,35%,15%,150
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,250,,0.0,,47,,,,,,,,,,,Venti Nonfat Milk,0.3,0.2,10.0,180.0,0.0,45.0,15.0,25%,0%,50%,0%,150
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,320,,0.3,,46,,,,,,,,,,,2% Milk,9,4.5,35.0,200.0,0.0,44.0,15.0,25%,2%,45%,0%,150
Starbucks,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),,270,,0.0,,39,,,,,,,,,,,Soymilk,7,1.0,0.0,160.0,2.0,33.0,12.0,15%,0%,45%,20%,150
Starbucks,Classic Espresso Drinks,Caffè Americano,,5,,0.0,,1,,,,,,,,,,,Short,0,0.0,0.0,5.0,0.0,0.0,0.4,0%,0%,0%,0%,75
Starbucks,Classic Espresso Drinks,Caffè Americano,,10,,0.0,,2,,,,,,,,,,,Tall,0,0.0,0.0,10.0,0.0,0.0,1.0,0%,0%,2%,0%,150
Starbucks,Classic Espresso Drinks,Caffè Americano,,15,,0.0,,3,,,,,,,,,,,Grande,0,0.0,0.0,15.0,0.0,0.0,1.0,0%,0%,2%,0%,225
Starbucks,Classic Espresso Drinks,Caffè Americano,,25,,0.0,,4,,,,,,,,,,,Venti,0,0.0,0.0,15.0,0.0,0.0,1.0,0%,0%,2%,0%,300
Starbucks,Classic Espresso Drinks,Cappuccino,,50,,0.0,,8,,,,,,,,,,,Short Nonfat Milk,0.1,0.1,5.0,60.0,0.0,7.0,5.0,8%,0%,15%,0%,75
Starbucks,Classic Espresso Drinks,Cappuccino,,80,,0.1,,8,,,,,,,,,,,2% Milk,3,1.5,10.0,70.0,0.0,7.0,5.0,8%,0%,15%,0%,75
Starbucks,Classic Espresso Drinks,Cappuccino,,50,,0.0,,4,,,,,,,,,,,Soymilk,1.5,0.2,0.0,40.0,0.0,3.0,3.0,4%,0%,10%,6%,75
Starbucks,Classic Espresso Drinks,Cappuccino,,60,,0.0,,9,,,,,,,,,,,Tall Nonfat Milk,0.1,0.1,5.0,70.0,0.0,8.0,6.0,10%,0%,20%,0%,75
Starbucks,Classic Espresso Drinks,Cappuccino,,90,,0.1,,9,,,,,,,,,,,2% Milk,3.5,1.5,15.0,80.0,0.0,8.0,6.0,10%,0%,20%,0%,75
Starbucks,Classic Espresso Drinks,Cappuccino,,70,,0.0,,7,,,,,,,,,,,Soymilk,3,0.4,0.0,65.0,1.0,4.0,5.0,6%,0%,20%,8%,75
Starbucks,Classic Espresso Drinks,Cappuccino,,80,,0.0,,12,,,,,,,,,,,Grande Nonfat Milk,0.2,0.1,5.0,90.0,0.0,10.0,8.0,15%,0%,25%,0%,150
Starbucks,Classic Espresso Drinks,Cappuccino,,120,,0.1,,12,,,,,,,,,,,2% Milk,4,2.0,15.0,100.0,0.0,10.0,8.0,10%,0%,25%,0%,150
Starbucks,Classic Espresso Drinks,Cappuccino,,100,,0.0,,9,,,,,,,,,,,Soymilk,3.5,0.4,0.0,80.0,1.0,5.0,7.0,8%,0%,25%,10%,150
Starbucks,Classic Espresso Drinks,Cappuccino,,110,,0.0,,16,,,,,,,,,,,Venti Nonfat Milk,0.2,0.2,5.0,120.0,0.0,14.0,10.0,20%,0%,30%,0%,150
Starbucks,Classic Espresso Drinks,Cappuccino,,150,,0.2,,16,,,,,,,,,,,2% Milk,6,3.0,25.0,135.0,0.0,14.0,10.0,15%,0%,30%,0%,150
Starbucks,Classic Espresso Drinks,Cappuccino,,120,,0.0,,11,,,,,,,,,,,Soymilk,4.5,0.5,0.0,110.0,1.0,7.0,9.0,10%,0%,35%,15%,150
Starbucks,Classic Espresso Drinks,Espresso,,5,,0.0,,1,,,,,,,,,,,Solo,0,0.0,0.0,0.0,0.0,0.0,0.4,0%,0%,0%,0%,75
Starbucks,Classic Espresso Drinks,Espresso,,10,,0.0,,2,,,,,,,,,,,Doppio,0,0.0,0.0,1.0,0.0,0.0,1.0,0%,0%,0%,0%,150
Starbucks,Classic Espresso Drinks,Skinny Latte (Any Flavour),,60,,0.0,,9,,,,,,,,,,,Short Nonfat Milk,0.1,0.1,5.0,80.0,0.0,8.0,6.0,10%,0%,20%,0%,75
Starbucks,Classic Espresso Drinks,Skinny Latte (Any Flavour),,100,,0.0,,14,,,,,,,,,,,Tall Nonfat Milk,0.2,0.1,5.0,125.0,0.0,13.0,9.0,15%,0%,30%,0%,75
Starbucks,Classic Espresso Drinks,Skinny Latte (Any Flavour),,120,,0.0,,18,,,,,,,,,,,Grande Nonfat Milk,0.3,0.2,5.0,160.0,0.0,16.0,12.0,20%,0%,35%,0%,150
Starbucks,Classic Espresso Drinks,Skinny Latte (Any Flavour),,160,,0.0,,24,,,,,,,,,,,Venti Nonfat Milk,0.3,0.2,10.0,200.0,0.0,21.0,15.0,25%,0%,50%,0%,150
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,100,,0.0,,17,,,,,,,,,,,Short Nonfat Milk,1,0.5,5.0,70.0,0.0,15.0,6.0,10%,0%,15%,0%,75
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,120,,0.1,,16,,,,,,,,,,,2% Milk,4,2.0,15.0,80.0,0.0,15.0,5.0,10%,0%,15%,0%,75
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,100,,0.0,,14,,,,,,,,,,,Soymilk,3,1.0,0.0,60.0,1.0,11.0,4.0,6%,0%,15%,8%,75
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,140,,0.0,,25,,,,,,,,,,,Tall Nonfat Milk,1,0.5,5.0,105.0,0.0,24.0,8.0,15%,0%,25%,0%,75
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,180,,0.1,,25,,,,,,,,,,,2% Milk,5,3.0,20.0,115.0,0.0,23.0,8.0,15%,0%,25%,0%,75
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,150,,0.0,,21,,,,,,,,,,,Soymilk,4.5,1.0,0.0,90.0,1.0,17.0,7.0,10%,0%,25%,10%,75
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,190,,0.0,,35,,,,,,,,,,,Grande Nonfat Milk,1,1.0,10.0,130.0,0.0,32.0,11.0,20%,0%,35%,0%,150
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,240,,0.2,,34,,,,,,,,,,,2% Milk,7,3.5,25.0,150.0,0.0,32.0,10.0,15%,2%,30%,0%,150
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,200,,0.0,,29,,,,,,,,,,,Soymilk,5,1.0,5.0,115.0,1.0,24.0,9.0,10%,0%,35%,15%,150
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,240,,0.0,,43,,,,,,,,,,,Venti Nonfat Milk,1,1.0,10.0,170.0,0.0,41.0,13.0,25%,0%,40%,0%,150
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,300,,0.2,,43,,,,,,,,,,,2% Milk,8,4.5,35.0,180.0,0.0,40.0,13.0,20%,2%,40%,0%,150
Starbucks,Signature Espresso Drinks,Caramel Macchiato,,250,,0.0,,36,,,,,,,,,,,Soymilk,7,1.5,5.0,140.0,1.0,31.0,11.0,15%,0%,40%,20%,150
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,180,,0.0,,31,,,,,,,,,,,Short Nonfat Milk,3,2.0,5.0,120.0,0.0,29.0,7.0,10%,0%,25%,0%,75
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,200,,0.1,,31,,,,,,,,,,,2% Milk,6,3.5,15.0,125.0,0.0,29.0,7.0,8%,2%,25%,0%,75
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,180,,0.0,,28,,,,,,,,,,,Soymilk,5,2.5,0.0,110.0,1.0,25.0,6.0,6%,0%,25%,8%,75
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,270,,0.0,,47,,,,,,,,,,,Tall Nonfat Milk,4.5,3.5,5.0,190.0,0.0,45.0,12.0,15%,2%,35%,0%,75
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,310,,0.1,,46,,,,,,,,,,,2% Milk,9,6.0,20.0,200.0,0.0,44.0,11.0,15%,2%,35%,0%,75
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,280,,0.0,,42,,,,,,,,,,,Soymilk,8,3.5,0.0,170.0,1.0,39.0,10.0,10%,2%,35%,10%,75
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,350,,0.0,,61,,,,,,,,,,,Grande Nonfat Milk,6,4.5,10.0,240.0,0.0,58.0,15.0,20%,2%,45%,2%,150
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,400,,0.2,,61,,,,,,,,,,,2% Milk,11,7.0,25.0,250.0,0.0,58.0,15.0,15%,2%,45%,0%,150
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,370,,0.0,,56,,,,,,,,,,,Soymilk,10,5.0,0.0,220.0,1.0,51.0,13.0,10%,2%,45%,15%,150
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,450,,0.0,,78,,,,,,,,,,,Venti Nonfat Milk,7,6.0,10.0,310.0,0.0,74.0,19.0,25%,2%,60%,2%,150
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,510,,0.2,,77,,,,,,,,,,,2% Milk,15,9.0,35.0,330.0,0.0,74.0,19.0,20%,4%,60%,2%,150
Starbucks,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),,460,,0.0,,70,,,,,,,,,,,Soymilk,13,6.0,5.0,290.0,1.0,64.0,16.0,15%,2%,60%,20%,150
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,130,,0.0,,26,,,,,,,,,,,Short Nonfat Milk,1.5,1.0,5.0,70.0,1.0,23.0,7.0,10%,0%,20%,10%,10
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,150,,0.1,,26,,,,,,,,,,,2% Milk,4.5,2.5,15.0,80.0,1.0,22.0,7.0,10%,0%,20%,10%,10
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,130,,0.0,,23,,,,,,,,,,,Soymilk,3.5,1.0,0.0,60.0,2.0,18.0,6.0,6%,0%,20%,20%,10
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,190,,0.0,,37,,,,,,,,,,,Tall Nonfat Milk,2,1.0,5.0,110.0,1.0,32.0,11.0,15%,0%,30%,20%,20
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,230,,0.2,,37,,,,,,,,,,,2% Milk,7,3.5,20.0,120.0,1.0,32.0,10.0,15%,0%,30%,20%,20
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,200,,0.0,,32,,,,,,,,,,,Soymilk,6,1.5,0.0,95.0,2.0,25.0,9.0,10%,0%,30%,30%,20
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,240,,0.0,,48,,,,,,,,,,,Grande Nonfat Milk,2.5,1.5,5.0,140.0,2.0,41.0,14.0,20%,0%,40%,25%,25
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,290,,0.2,,47,,,,,,,,,,,2% Milk,9,5.0,25.0,160.0,2.0,41.0,14.0,20%,2%,40%,25%,25
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,250,,0.0,,41,,,,,,,,,,,Soymilk,7,2.0,0.0,125.0,3.0,32.0,12.0,15%,0%,40%,40%,25
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,320,,0.0,,63,,,,,,,,,,,Venti Nonfat Milk,3,2.0,10.0,180.0,2.0,55.0,18.0,25%,0%,50%,30%,30
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,380,,0.3,,63,,,,,,,,,,,2% Milk,11,6.0,35.0,200.0,2.0,54.0,17.0,25%,2%,50%,30%,30
Starbucks,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),,330,,0.0,,55,,,,,,,,,,,Soymilk,9,2.5,0.0,160.0,4.0,44.0,15.0,15%,0%,50%,50%,30
